Sample	posterior	ESS(posterior)	likelihood	prior	
0	-8213.120860658446	7.4	-8204.499977568963	-8.62088308948284	
1	-8213.877734946107	7.8	-8203.80037552361	-10.077359422497878	
2	-8213.877734946107	7.8	-8203.80037552361	-10.077359422497878	
3	-8212.49661725789	8.0	-8203.520787170259	-8.975830087631556	
4	-8210.32805445937	8.5	-8201.761667910527	-8.56638654884407	
5	-8210.127968717381	8.9	-8201.164760264624	-8.963208452757367	
